Time Phase,Cycle Time,Current_J0,Current_J1,Current_J2,Current_J3,Current_J4,Current_J5,Current_Direction_J0,Current_Direction_J1,Current_Direction_J2,Current_Direction_J3,Current_Direction_J4,Current_Direction_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Speed_Direction_J0,Speed_Direction_J1,Speed_Direction_J2,Speed_Direction_J3,Speed_Direction_J4,Speed_Direction_J5,Temperature_T0,Temperature_J1,Temperature_J2,Temperature_J3,Temperature_J4,Temperature_J5,Average Temperature,Gradient Temperature,Load Imbalance,Robot Protective Stop,Grip Lost,Tool Current
2.1708259792201137,39,1.01408648490905,1.87529575824737,0.549352586269378,0.782304286956787,0.15929028391838,0.0953236371278762,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0025590322911739,0.0065590990707278,0.016995683312416,0.579771041870117,0.0,0.642610073089599,1.0,-1.0,-1.0,-1.0,0.0,1.0,27.875,29.375,29.4375,32.1875,32.3125,32.125,30.55208333333333,4.4375,2.3862065797781944,0.0,0,0.0788266062736511
2.1708987012722805,39,0.401867747306823,3.17460227012634,1.05097723007202,0.3966792821884149,0.114071279764175,0.209455430507659,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.238060280680656,0.0301450155675411,0.0327993892133235,0.232323542237281,0.0641457885503768,0.0149858091026544,-1.0,-1.0,-1.0,1.0,1.0,1.0,27.875,29.375,29.5,32.1875,32.3125,32.0625,30.55208333333333,4.4375,3.433877463283632,0.0,0,0.093337595462799
2.1709714233244477,39,0.888249158859252,1.72417414188385,1.74169266223907,0.0989516675472259,0.279280871152877,0.0436390526592731,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.102189674973487,0.145653635263443,0.0327993892133235,0.393293470144271,0.0,0.488444119691848,1.0,1.0,-1.0,1.0,0.0,-1.0,27.875,29.375,29.5,32.1875,32.375,32.0625,30.5625,4.5,2.1332387368173147,0.0,0,0.0826457738876342
2.1710441453766123,39,0.0488976836204528,2.02362823486328,1.57418835163116,0.459635257720947,0.0923697128891944,0.0314100719988346,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0002650612150318,5.33277726747646e-21,4.22552103716286e-32,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,27.875,29.4375,29.4375,32.25,32.375,32.125,30.58333333333333,4.5,2.8257549813506024,0.0,0,0.0831531286239624
2.171116867428779,39,0.298313319683074,1.75552642345428,0.730017900466919,0.83985149860382,0.14594092965126,0.184525415301322,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.18175683915615,0.0368991009891033,0.031121889129281,0.401681661605834,0.0160146169364452,0.208911523222923,1.0,-1.0,1.0,-1.0,1.0,1.0,27.875,29.375,29.5,32.25,32.375,32.125,30.58333333333333,4.5,2.4423582094867444,0.0,0,0.0869722962379455
2.171189589480946,39,0.0902507901191711,1.67521357536315,0.7911878824234,0.696012139320373,0.124836757779121,0.0206533409655094,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.77902610530145e-05,0.0,0.0,0.0,0.0,0.0,1.0,27.875,29.375,29.5,32.1875,32.375,32.125,30.572916666666668,4.5,2.921397908002988,0.0,0,0.087651789188385
2.1712623115331127,39,0.0569290667772293,1.60693621635437,0.767417550086975,0.652659654617309,0.17290636897087,0.0252373553812503,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0017609876813367,0.0,0.0015206084353849,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,27.875,29.4375,29.4375,32.25,32.4375,32.125,30.59375,4.5625,2.891512456497015,0.0,0,0.172946810722351
2.1713350335852795,39,0.0755977928638458,4.540940284729,0.767417550086975,1.12429690361022,0.0081495521590113,0.140795201063156,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.294959306716918,0.0074193147011101,0.0612916275858879,0.963651299476623,0.0352229885756969,0.707988858222961,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,27.875,29.4375,29.5,32.25,32.375,32.125,30.59375,4.5,4.085314469903488,0.0,0,0.0864649415016174
2.1714077556374445,39,0.565559923648834,2.89270639419555,0.898230552673339,0.578501045703887,0.877194166183471,0.0136818084865808,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0010122150415554,0.007126607466489,0.0612916275858879,0.536637425422668,7.46452060411684e-05,0.665149807929992,1.0,1.0,-1.0,-1.0,1.0,1.0,27.875,29.4375,29.5,32.25,32.375,32.125,30.59375,4.5,2.9650740537416564,0.0,0,0.083918809890747
2.1714804776896117,39,0.177748024463653,2.96066641807556,1.93753981590271,0.132591009140014,0.250593960285186,0.220356836915016,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0219503846019506,0.0094801876693964,0.0076801506802439,0.0841713771224021,0.0428106226027011,0.109235197305679,-1.0,1.0,1.0,1.0,1.0,-1.0,27.9375,29.4375,29.5,32.25,32.4375,32.125,30.61458333333333,4.5,2.9876686699076305,1.0,0,0.083239197731018
2.171553199741778,39,0.161906525492668,1.92220163345336,1.39989161491394,0.582863390445709,0.0004233900690451,0.143993318080902,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,4.62662574136629e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.875,29.4375,29.5,32.25,32.4375,32.125,30.604166666666668,4.5625,2.7380439698922885,1.0,0,0.083918809890747
2.171625921793945,39,0.132234692573547,2.05655264854431,1.35330116748809,0.586860656738281,0.040784765034914,0.110979378223419,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.40129846432481e-45,3.8697937215781395e-11,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,27.875,29.4375,29.5,32.25,32.375,32.125,30.59375,4.5,2.8253719483505098,1.0,0,0.0966494679450988
2.171698643846112,39,0.13334435224533,2.10252428054809,1.3349050283432,0.570557653903961,0.0234022699296474,0.0756751149892807,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.875,29.4375,29.5,32.25,32.375,32.1875,30.604166666666668,4.5,2.9418702173282902,1.0,0,0.0851057171821594
2.1718440879504435,39,0.1329777687788,2.09583115577697,1.33627772331237,0.573531746864318,0.036635223776102,0.0947169810533523,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.4375,29.5,32.25,32.4375,32.1875,30.625,4.5,2.893503667981418,1.0,0,0.0908775925636291
2.1719168100026103,39,0.148091956973075,2.08482122421264,1.33377957344055,0.569730162620544,0.0231773518025875,0.0621560811996459,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.4375,29.5,32.25,32.4375,32.1875,30.625,4.5,2.9300277439579414,0.0,0,0.0875657200813293
2.171989532054777,39,0.13397204875946,2.08642959594726,1.34616768360137,0.576570391654968,0.0422876328229904,0.0635061860084533,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.4375,29.5,32.3125,32.4375,32.1875,30.635416666666668,4.5,2.886571810729093,0.0,0,0.083918809890747
2.172062254106944,39,0.132555454969406,2.08828687667846,1.32986235618591,0.579483449459075,0.053200326859951,0.0985790565609932,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.5,29.5,32.3125,32.4375,32.1875,30.64583333333333,4.5,2.8516141796600047,0.0,0,0.0826457738876342
2.1721349761591107,39,0.13732573390007,2.08002924919128,1.33481466770172,0.573686003684997,0.0298852082341909,0.0753889828920364,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.4375,29.5,32.3125,32.5,32.1875,30.64583333333333,4.5625,2.907229202271317,0.0,0,0.0845122933387756
2.172207698211276,39,0.14347830414772,2.07472729682922,1.33399891853332,0.562747836112976,0.0162519477307796,0.0739454180002212,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,2.83168606074468e-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.9375,29.5,29.5,32.3125,32.4375,32.1875,30.64583333333333,4.5,2.9370778481136086,0.0,0,0.0864649415016174
2.1722804202634425,39,0.138683781027793,2.07731986045837,1.33248901367187,0.524802207946777,0.0023555886000394,0.0819147452712059,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.5,29.5,32.25,32.4375,32.1875,30.635416666666668,4.5,2.9944895729368604,0.0,0,0.0863787531852722
2.1723531423156093,39,0.0944297686219215,1.93108677864074,1.40364456176757,0.544737815856933,0.0811936855316162,0.0467309728264808,-1.0,-1.0,-1.0,-1.0,1.0,1.0,2.20284118591861e-41,0.0014367601834237,1.14106767648717e-24,0.0013328144559636,6.48842833470553e-05,0.0004988055443391,1.0,1.0,1.0,1.0,-1.0,-1.0,27.9375,29.5,29.5625,32.3125,32.5,32.25,30.67708333333333,4.5625,2.756367894774358,1.0,0,0.0826457738876342
2.1724258643677743,39,0.0643498301506042,1.82972979545593,1.46646857261657,0.50596135854721,0.0559080988168716,0.162888258695602,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.60058145961884e-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.9375,29.4375,29.5625,32.3125,32.5,32.25,30.666666666666668,4.5625,2.605173370891323,1.0,0,0.088331401348114
2.172498586419941,39,0.0837619975209236,1.9551842212677,1.45539057254791,0.513757705688476,0.0688748359680175,0.118648722767829,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.5,29.5625,32.3125,32.5,32.25,30.67708333333333,4.5625,2.6975420930553824,1.0,0,0.0915572047233581
2.172571308472108,39,0.0692683756351471,2.00687599182128,1.43714499473571,0.510059177875518,0.0387010388076305,0.0908213555812835,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.5,29.5625,32.3125,32.5,32.25,30.67708333333333,4.5625,2.8435869798171782,0.0,0,0.0878241062164306
2.1726440305242747,39,0.11604780703783,1.64106082916259,0.927237153053283,0.853869795799255,0.115647718310356,0.202345103025436,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0415669791400432,0.0006974501884542,0.0005012252368032,0.0969281643629074,0.0171633157879114,0.0553449131548404,1.0,1.0,1.0,-1.0,-1.0,1.0,27.9375,29.5,29.5625,32.3125,32.5,32.25,30.67708333333333,4.5625,2.373439840530945,0.0,0,0.0896044969558715
2.172716752576441,39,0.122064352035522,1.48049283027648,0.814090013504028,0.841177701950073,0.158142611384391,0.268138796091079,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.123835705220699,0.003675636369735,0.0005872991750948,0.211214005947113,0.0469642095267772,0.0497147664427757,1.0,-1.0,-1.0,-1.0,-1.0,1.0,27.9375,29.5,29.625,32.3125,32.5,32.25,30.6875,4.5625,2.2123603919489243,0.0,0,0.083239197731018
2.1727894746286083,39,0.16007424890995,2.64363360404968,0.86875295639038,0.785635709762573,0.0729947090148925,0.0773100554943084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.49384385521989e-05,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.4375,29.625,32.3125,32.5,32.25,30.67708333333333,4.5625,3.346894599874557,0.0,0,0.0896906852722168
2.1728621966807733,39,0.206516861915588,2.28288698196411,0.874809741973877,0.317607104778289,0.0929892137646675,0.165991067886352,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.18722128868103,0.0012718423968181,0.008958475664258,0.165748432278633,0.0063368496485054,0.014060971327126,-1.0,1.0,-1.0,1.0,1.0,1.0,27.9375,29.5,29.625,32.3125,32.5625,32.25,30.697916666666668,4.625,3.3341918817039584,0.0,0,0.083239197731018
2.17293491873294,39,0.200057581067085,2.63061571121215,0.977144598960876,0.440253347158432,0.0408623367547988,0.0849450528621673,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,6.768271582688859e-43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.9375,29.5,29.625,32.3125,32.5,32.25,30.6875,4.5625,3.55257234327834,0.0,0,0.082559585571289
2.173007640785107,46,0.113190472126007,2.40566706657409,1.08292090892791,0.462624549865722,0.0454576797783374,0.0261739045381546,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.5,29.625,32.3125,32.5625,32.25,30.697916666666668,4.625,3.4518470989106205,0.0,0,0.0902841091156005
2.173080362837272,46,0.121461421251297,1.97034299373626,1.41351401805877,0.819194197654724,0.110597245395183,0.183322548866271,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125178322196006,0.0001768387446645,1.46505497298799e-15,0.0599471405148506,0.0030344105325639,0.0714060291647911,1.0,-1.0,1.0,-1.0,-1.0,-1.0,28.0,29.5,29.625,32.3125,32.5,32.25,30.697916666666668,4.5,2.4160739972582914,0.0,0,0.0845122933387756
2.1731530848894387,46,0.369926184415817,3.15593338012695,1.07871663570404,0.187145754694938,0.19995978474617,0.259854078292846,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.388987481594085,0.0667332857847213,0.0479488261044025,0.433828979730606,0.112456880509853,0.0056370962411165,-1.0,-1.0,-1.0,1.0,1.0,1.0,27.9375,29.5,29.625,32.3125,32.5625,32.3125,30.70833333333333,4.625,3.391907885613764,0.0,0,0.0908775925636291
2.173225806941605,46,0.616048991680145,1.66649949550628,1.62232708930969,0.0214002393186092,0.158433273434638,0.0306097939610481,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.101344466209411,0.135760828852653,0.0479488261044025,0.374418556690216,0.0,0.493793964385986,1.0,1.0,-1.0,1.0,0.0,-1.0,27.9375,29.5,29.625,32.375,32.5625,32.3125,30.71875,4.625,2.39850077654878,0.0,0,0.0769600868225097
2.1732985289937723,46,0.317540436983108,2.72296166419982,0.734569191932678,0.869797945022583,0.240036234259605,0.171397775411605,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0126405013725161,0.0362355969846248,0.0300115067511796,0.541323363780975,0.0271037593483924,0.554572165012359,-1.0,-1.0,1.0,-1.0,1.0,1.0,28.0,29.5,29.625,32.3125,32.5625,32.3125,30.71875,4.5625,3.0277818758916317,0.0,1,0.083239197731018
2.173371251045939,46,0.399679094552993,1.64369809627532,0.669086575508117,0.863215923309326,0.169384211301803,0.172667145729064,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0707279294729232,0.015849458053708,0.0166801195591688,0.143898278474807,0.005978443659842,0.076845683157444,1.0,-1.0,1.0,-1.0,1.0,1.0,27.9375,29.5,29.625,32.375,32.5625,32.3125,30.71875,4.625,2.257909796371802,0.0,1,0.0837464928627014
2.173443973098106,46,0.109332635998725,1.56732714176177,0.823336064815521,0.636921405792236,0.0002326655667275,0.0701948925852775,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,7.35974773484135e-20,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,27.9375,29.5,29.625,32.375,32.5625,32.3125,30.71875,4.625,2.931573442947463,0.0,0,0.18695044517517
2.173516695150271,46,0.0588304884731769,1.70833575725555,0.788180530071258,0.653798282146453,0.0191854406148195,0.0652872547507286,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9375,29.5625,29.625,32.375,32.5625,32.3125,30.729166666666668,4.625,3.077133613836323,0.0,0,0.0845122933387756
2.1735894172024377,46,0.0604330822825431,1.79418063163757,0.786771893501281,0.646631896495819,0.0405640117824077,0.0470582582056522,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.5625,29.625,32.375,32.5625,32.3125,30.73958333333333,4.5625,3.116949800291763,0.0,0,0.0795062184333801
2.1736621392546045,46,0.0548250153660774,1.84794414043426,0.831333518028259,0.583989739418029,0.0302779376506805,0.0318334065377712,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.07945939007454e-26,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,28.0,29.5625,29.625,32.375,32.625,32.3125,30.75,4.625,3.226431895625436,0.0,0,0.0851057171821594
2.1737348613067717,46,0.0387663953006267,2.38830041885375,1.2425742149353,0.414694279432296,0.0365152768790721,0.0050073829479515,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0102315582334995,0.0,0.0012663957895711,0.0221621729433536,0.0,0.0126172034069895,-1.0,0.0,-1.0,1.0,0.0,-1.0,28.0,29.5625,29.6875,32.375,32.625,32.3125,30.760416666666668,4.625,3.465887174288014,0.0,0,0.0856992006301879
2.173807583358938,46,0.39385849237442,2.65763306617736,1.85051655769348,0.0923166722059249,0.157761722803115,0.167302548885345,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.136901348829269,0.0119877066463232,0.0376811884343624,0.651856958866119,0.02617640607059,0.511525392532348,-1.0,1.0,-1.0,1.0,-1.0,-1.0,28.0,29.5625,29.6875,32.375,32.625,32.375,30.77083333333333,4.625,2.893546268154438,0.0,0,0.0882453322410583
2.173880305411103,46,0.209170222282409,1.82730317115783,1.72445201873779,0.31721144914627,0.162849679589271,0.142983496189117,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0644828081130981,0.00075351272244,0.0029394605662673,0.195657163858413,0.0057168286293745,0.263059437274932,1.0,1.0,-1.0,1.0,-1.0,-1.0,28.0,29.5,29.625,32.375,32.625,32.375,30.75,4.625,2.305197792020303,0.0,0,0.0812864899635315
2.17395302746327,46,0.984270930290222,1.14850914478302,0.39270469546318,0.617329537868499,0.382666200399398,0.210291981697082,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0468830950558185,0.0221848282963037,0.0243371650576591,0.230528727173805,0.0320595949888229,0.132148578763008,1.0,-1.0,-1.0,-1.0,-1.0,1.0,28.0,29.5625,29.625,32.4375,32.625,32.375,30.77083333333333,4.625,1.506864508700337,0.0,0,0.083325445652008
2.1740257495154367,46,0.299174487590789,2.26695203781127,1.31233656406402,0.297570049762725,0.342675924301147,0.233138799667358,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.188076078891754,0.0442189052700996,0.0343958958983421,0.433072239160537,0.0790609344840049,0.20946916937828,-1.0,-1.0,-1.0,1.0,1.0,-1.0,28.0,29.5625,29.6875,32.4375,32.625,32.375,30.78125,4.625,2.5680282240039336,0.0,0,0.082559585571289
2.1740984715676035,46,0.29578560590744,2.03156280517578,1.6306847333908,0.402876079082489,0.106799945235252,0.0387084484100341,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0098079219460487,0.0070993243716657,0.0001760399900376,5.83606539179095e-27,0.0007569514564238,0.0,-1.0,1.0,1.0,1.0,-1.0,28.0,29.5,29.625,32.375,32.625,32.375,30.75,4.625,2.653355094066738,0.0,0,0.0812004208564758
2.1741711936197703,46,0.202262610197067,2.51068449020385,0.247334733605384,1.03103029727935,0.139639556407928,0.214470654726028,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.188545674085617,0.0586910732090473,0.0592433325946331,0.986024975776672,0.0468090549111366,0.0007569514564238,-1.0,-1.0,1.0,-1.0,1.0,-1.0,28.0,29.5625,29.625,32.4375,32.625,32.375,30.77083333333333,4.625,3.273851994523068,0.0,0,0.0813726782798767
2.174243915671937,46,0.0928742364048957,1.69376254081726,0.820012807846069,0.643888413906097,0.123012714087963,0.0996728986501693,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0001668597979005,7.19898962415754e-05,1.2484922893698398e-22,6.67242971985615e-09,2.30521418416174e-05,0.0,-1.0,-1.0,1.0,1.0,1.0,28.0,29.5625,29.6875,32.4375,32.625,32.375,30.78125,4.625,2.765537408556983,0.0,0,0.0870583653450012
2.174316637724102,46,0.0944531038403511,1.60027205944061,0.75484025478363,0.667159497737884,0.0996377915143966,0.0002950993366539,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.5625,29.625,32.4375,32.625,32.375,30.77083333333333,4.625,2.984421202891651,0.0,1,0.168534159660339
2.174389359776269,46,0.0616091713309288,1.67993259429931,0.769278764724731,0.672144711017608,0.0913779139518737,0.0028220801614224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,7.69789298392195e-41,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,28.0,29.5625,29.6875,32.4375,32.625,32.4375,30.791666666666668,4.625,3.0705388229639974,0.0,1,0.0801857709884643
2.174462081828436,46,0.0723965764045715,1.71337354183197,0.798495292663574,0.661113083362579,0.079485073685646,0.0108600882813334,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.5625,29.6875,32.4375,32.625,32.4375,30.791666666666668,4.625,3.062328230405571,0.0,1,0.088331401348114
2.1745348038806007,46,0.0896470695734024,1.74068629741668,0.793158411979675,0.669852614402771,0.0890309140086174,0.0081656528636813,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.625,29.6875,32.4375,32.625,32.4375,30.80208333333333,4.625,3.065918975527543,0.0,1,0.0769601464271545
2.1746075259327675,46,0.0907843634486198,1.76758551597595,0.807277143001556,0.674916744232177,0.0943236798048019,0.0367334149777889,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0625,29.625,29.6875,32.4375,32.6875,32.4375,30.822916666666668,4.625,2.9914305220756834,0.0,1,0.0870583653450012
